C00573261|29928|2017|-50|-50|1
C00573261|95448|2017|5|5|1
C00573261|95448|2017|5|15|2
C00573261|95448|2017|5|65|3
C00573261|95448|2017|5|165|4
C00573261|02421|2017|15|15|1
C00573261|61802|2017|5|5|1
C00573261|96822|2017|15|15|1
C00573261|96822|2017|15|30|2
C00573261|96822|2017|15|45|3
C00573261|20009|2017|-25|-25|1
C00573261|20009|2017|-35|-60|2
C00573261|20009|2017|-35|-85|3
C00573261|20009|2017|-35|-100|4
C00573261|11942|2017|-3|-3|1
C00573261|47401|2017|-25|-25|1
C00573261|47401|2017|-25|-30|2
C00573261|95404|2017|-15|-15|1
C00573261|34982|2017|-1|-1|1
C00573261|34982|2017|-15|-16|2
C00573261|85203|2017|50|50|1
C00573261|85203|2017|25|75|2
C00573261|61802|2017|5|20|2
C00573261|94025|2017|15|15|1
C00573261|10580|2017|120|120|1
C00573261|10580|2017|12|132|2
C00573261|10580|2017|12|157|3
C00573261|10580|2017|12|172|4
C00573261|20009|2017|-35|-115|5
C00573261|95926|2017|15|15|1
C00573261|95926|2017|15|40|2
C00573261|95926|2017|15|65|3
C00573261|95926|2017|15|80|4
C00573261|95404|2017|-15|-30|2
C00573261|30030|2017|-5|-5|1
C00573261|30030|2017|-5|-10|2
C00573261|30030|2017|-5|-13|3
C00573261|90025|2017|10|10|1
C00573261|97471|2017|25|25|1
C00573261|30525|2017|25|25|1
C00573261|17954|2017|15|15|1
C00573261|19382|2017|15|15|1
C00573261|80906|2017|5|5|1
C00573261|95037|2017|7|7|1
C00573261|90025|2017|10|35|2
C00573261|90025|2017|10|60|3
C00573261|70113|2017|-25|-25|1
C00573261|70113|2017|-25|-50|2
C00573261|30030|2017|-5|-16|4
C00573261|30030|2017|-5|-19|5
C00573261|30030|2017|-5|-22|6
C00573261|30030|2017|-5|-47|7
C00573261|30030|2017|-5|-52|8
C00573261|30030|2017|-5|-55|9
C00573261|30030|2017|-5|-60|10
C00573261|11212|2017|15|15|1
C00573261|89002|2017|10|10|1
C00573261|27909|2017|15|15|1
C00573261|77024|2017|6|6|1
C00573261|77024|2017|6|56|2
C00573261|02130|2017|5|5|1
C00401224|10128|2017|10|10|1
C00401224|10128|2017|10|20|2
C00401224|10128|2017|10|30|3
C00227546|98077|2017|25|25|1
C00227546|98053|2017|38|38|1
C00227546|98072|2017|25|25|1
C00227546|98014|2017|36|36|1
C00227546|98006|2017|25|25|1
C00227546|98074|2017|35|35|1
C00227546|98008|2017|25|25|1
C00227546|98021|2017|25|25|1
C00227546|98250|2017|25|25|1
C00227546|02035|2017|15|15|1
C00227546|01776|2017|35|35|1
C00227546|98007|2017|50|50|1
C00227546|98208|2017|25|25|1
C00227546|98052|2017|25|25|1
C00227546|20004|2017|25|25|1
C00227546|21046|2017|25|25|1
C00227546|98103|2017|12|12|1
C00227546|98004|2017|23|23|1
C00227546|98005|2017|16|16|1
C00227546|98065|2017|25|25|1
C00227546|98052|2017|5|30|2
C00227546|98019|2017|32|32|1
C00227546|98058|2017|25|25|1
C00227546|98006|2017|20|45|2
C00227546|98004|2017|23|73|2
C00227546|98065|2017|25|50|2
C00227546|98166|2017|26|26|1
C00227546|98077|2017|20|45|2
C00227546|98052|2017|5|56|3
C00227546|22182|2017|25|25|1
C00227546|98052|2017|5|81|4
C00227546|94114|2017|26|26|1
C00227546|98070|2017|25|25|1
C00227546|98122|2017|100|100|1
C00227546|98033|2017|50|50|1
C00227546|98021|2017|25|50|2
C00227546|98004|2017|23|98|3
C00227546|02143|2017|25|25|1
C00227546|98077|2017|20|100|3
C00227546|98075|2017|25|25|1
C00227546|98116|2017|25|25|1
C00227546|98004|2017|23|202|4
C00227546|98052|2017|5|131|5
C00227546|98006|2017|20|170|3
C00227546|98040|2017|31|31|1
C00227546|20007|2017|25|25|1
C00227546|98391|2017|25|25|1
C00227546|98199|2017|100|100|1
C00227546|98014|2017|36|136|2
C00227546|22101|2017|104|104|1
C00401224|10128|2017|10|40|4
C00401224|10128|2017|10|65|5
C00227546|98005|2017|16|41|2
C00227546|98034|2017|25|25|1
C00227546|98075|2017|17|42|2
C00227546|98040|2017|31|81|2
C00227546|98102|2017|30|30|1
C00227546|98006|2017|20|214|4
C00227546|98006|2017|20|239|5
C00227546|98075|2017|17|67|3
C00227546|98052|2017|12|143|6
C00227546|98039|2017|16|16|1
C00227546|98034|2017|12|37|2
C00227546|98102|2017|25|55|2
C00227546|98102|2017|25|155|3
C00227546|33026|2017|15|15|1
C00227546|98052|2017|12|168|7
C00227546|98075|2017|17|92|4
C00227546|98102|2017|25|180|4
C00227546|98042|2017|12|12|1
C00227546|98072|2017|25|50|2
C00227546|98105|2017|50|50|1
C00227546|94609|2017|25|25|1
C00227546|98074|2017|25|60|2
C00227546|98075|2017|12|104|5
C00227546|98033|2017|15|65|2
C00227546|98109|2017|25|25|1
C00227546|98029|2017|12|12|1
C00227546|98007|2017|15|65|2
C00227546|20010|2017|100|100|1
C00227546|98056|2017|15|15|1
C00227546|98033|2017|5|70|3
C00227546|95123|2017|15|15|1
C00227546|22209|2017|25|25|1
C00227546|19810|2017|15|15|1
C00227546|28173|2017|25|25|1
C00227546|98115|2017|25|25|1
C00227546|20815|2017|25|25|1
C00227546|98052|2017|12|193|8
C00227546|98039|2017|16|224|2
C00227546|98004|2017|23|227|5
C00227546|98077|2017|20|125|4
C00227546|98102|2017|25|230|5
C00227546|98115|2017|25|50|2
C00227546|98033|2017|5|75|4
C00227546|98155|2017|20|20|1
C00227546|98004|2017|23|242|6
C00227546|98008|2017|12|37|2
C00227546|98119|2017|25|25|1
C00227546|98103|2017|12|26|2
C00227546|98074|2017|25|85|3
C00227546|20148|2017|42|42|1
C00227546|98105|2017|25|75|2
C00227546|98125|2017|50|50|1
C00227546|98204|2017|12|12|1
C00227546|98006|2017|25|264|6
C00227546|98033|2017|5|87|5
C00227546|98034|2017|12|52|3
C00227546|95032|2017|15|15|1
C00227546|98029|2017|12|37|2
C00227546|06107|2017|20|20|1
C00227546|98059|2017|25|25|1
C00227546|98033|2017|5|112|6
C00227546|98008|2017|12|62|3
C00227546|98053|2017|25|63|2
C00227546|98033|2017|5|127|7
C00227546|98107|2017|25|25|1
C00227546|98042|2017|12|62|2
C00227546|98040|2017|31|185|3
C00227546|98072|2017|25|75|3
C00227546|60558|2017|25|25|1
C00227546|98072|2017|25|175|4
C00227546|98122|2017|100|200|2
C00227546|98074|2017|25|116|4
C00227546|98040|2017|25|210|4
C00227546|98006|2017|25|327|7
C00227546|98004|2017|23|267|7
C00227546|98029|2017|12|50|3
C00227546|22101|2017|20|124|2
C00227546|98107|2017|15|40|2
C00227546|55443|2017|25|25|1
C00227546|98074|2017|25|170|5
C00227546|98036|2017|25|25|1
C00227546|98006|2017|25|386|8
C00227546|98108|2017|15|15|1
C00227546|98005|2017|16|63|3
C00227546|98012|2017|25|25|1
C00227546|98045|2017|25|25|1
C00227546|98029|2017|12|62|4
C00227546|98075|2017|17|129|6
C00227546|98155|2017|20|45|2
C00227546|98014|2017|25|161|3
C00227546|98053|2017|25|271|3
C00227546|98019|2017|32|92|2
C00227546|98155|2017|20|70|3
C00227546|98102|2017|25|255|6
C00227546|98006|2017|20|401|9
C00227546|98039|2017|16|432|3
C00227546|98052|2017|12|243|9
C00227546|98109|2017|25|125|2
C00227546|98052|2017|12|293|10
C00227546|98374|2017|15|15|1
